protein1	protein2	label	predict	predict_probability
AT3G05725	CaLCuV_Q96706	0	0	0.0035471199080348015
AT1G64980	AMV_P03595	0	0	0.009030237793922424
AT5G14000	TuMV_NIb	0	1	0.9562744498252869
AT1G03190	TEV_VPg	0	0	0.05410986393690109
AT2G30960	CaLCuV_Q96702	0	0	0.0002878030063584447
AT4G37022	TuMV_6K2	0	0	0.0004193759523332119
AT5G56020	AMV_P03589	0	0	0.007356240879744291
AT5G49800	TEV_VPg	0	0	0.0032237451523542404
AT5G51800	TuMV_P3	0	0	0.00022903627541381866
AT5G55220	TuMV_6K2	0	0	0.007587862201035023
AT2G14830	TEV_P3N-PIPO	0	0	0.00023174451780505478
AT1G15810	TuMV_CI	1	0	0.013856043107807636
AT3G55270	TuMV_6K2	0	0	0.0006678024656139314
AT1G36730	TuMV_P3	0	0	0.0014076795196160674
AT2G26850	TuMV_6K1	0	0	0.0009509469382464886
AT1G74860	TuMV_CP	0	0	0.000436086964327842
AT5G03990	TuMV_6K2	0	0	0.0006423205486498773
AT5G56290	TuMV_CP	0	0	0.0006687998538836837
AT5G35690	TuMV_CP	0	0	0.00034405605401843786
AT3G48890	TuMV_6K1	0	0	0.0014648017240688205
AT5G58110	TuMV_NIb	0	0	0.10618684440851212
AT5G24313	TuMV_CP	0	0	0.00031599102658219635
AT1G29760	TuMV_P3	0	0	0.0006598623003810644
AT3G51710	CaLCuV_Q96707	0	0	0.03883300721645355
AT3G52090	TEV_VPg	0	0	0.008499911054968834
AT3G59840	TEV_P3N-PIPO	0	0	0.0017596051329746842
AT1G49610	CaLCuV_Q96702	0	0	0.00015757037908770144
AT3G14463	TEV_VPg	0	0	0.011753126978874207
AT2G07820	TEV_P3N-PIPO	0	0	0.0005653578555211425
AT3G47480	TEV_P3N-PIPO	0	0	0.00028262948035262525
AT4G21580	TGMV_P03562	0	0	0.15794815123081207
AT2G27720	TEV_VPg	0	0	0.05351008474826813
AT5G09850	TuMV_P3	0	0	0.0005794468452222645
AT1G61690	TuMV_CI	0	0	0.014327074401080608
AT1G05320	TuMV_CI	0	0	0.004774469882249832
AT3G22550	TuMV_6K1	0	0	0.0014345201198011637
AT3G06870	CaLCuV_Q96702	0	0	0.0007815109565854073
AT3G46900	CaLCuV_Q96706	1	1	0.8496597409248352
AT1G43810	TuMV_NIb	0	0	0.022393574938178062
AT1G77860	TuMV_P3	0	0	0.0004898228216916323
AT5G20510	TuMV_CI	0	0	0.022473860532045364
AT5G52210	CaLCuV_Q96705	0	0	0.001588747720234096
AT1G77290	TuMV_P3	0	0	0.0009302646503783762
AT5G64720	TEV_P3N-PIPO	0	0	0.00026962821721099317
AT5G49440	TuMV_6K1	0	0	0.0004758794966619462
AT3G47100	TEV_VPg	0	0	0.003611741354689002
AT4G13170	CaMV_P13218	1	0	0.016179781407117844
AT5G44065	BYDV_P09505	0	0	0.0010067855473607779
AT1G06950	TEV_VPg	1	0	0.015153270214796066
AT3G03710	TuMV_P3	0	0	0.001083538169041276
AT3G01030	TEV_VPg	0	0	0.0004838481545448303
AT5G44570	TEV_NIa-Pro	0	0	0.001834313035942614
AT5G50562	TuMV_P3	0	0	0.00021584668138530105
AT5G64750	BWYV_Q9WIB9	0	0	0.0013475425075739622
AT4G16008	TEV_VPg	0	0	0.0007102814270183444
AT2G47960	TuMV_CP	0	0	0.011265026405453682
AT2G19860	TuMV_6K2	0	0	0.03552216291427612
AT1G72880	TuMV_CI	0	0	0.028968919068574905
AT3G11060	TEV_P3N-PIPO	0	0	0.0007411155384033918
AT1G66340	TEV_VPg	0	0	0.0027217476163059473
AT3G17170	TEV_P3N-PIPO	0	0	0.0004384535423014313
AT5G49580	TuMV_CI	0	0	0.0035077412612736225
AT3G53290	TEV_VPg	0	0	0.004448373336344957
AT5G37320	TuMV_6K2	0	0	0.0003221869992557913
AT1G20050	TuMV_CI	0	0	0.02443772740662098
AT3G18550	TuMV_CP	0	0	0.0005429759621620178
AT5G65290	TuMV_NIb	0	0	0.032396912574768066
AT3G45443	CaLCuV_Q96702	0	0	0.000866869289893657
AT4G19220	BCTV_P14984	0	0	0.001278703915886581
AT5G35830	GRV_Q67683	0	0	0.000961863377597183
AT1G11770	TuMV_6K2	0	0	0.013530812226235867
AT5G07480	TuMV_P3	0	0	0.0010835371213033795
AT1G70760	TuMV_NIb	1	0	0.1436697542667389
AT1G74830	TEV_NIa-Pro	0	0	0.001039953320287168
AT2G06850	TEV_VPg	1	1	0.9272711873054504
AT1G24090	CaLCuV_Q96707	0	0	0.0071421838365495205
AT2G38800	TGMV_P03562	0	0	0.004492172040045261
AT4G25190	TuMV_6K1	0	0	0.00030938576674088836
AT5G03900	PVX_P07699	0	0	0.003463140456005931
AT4G25510	TGMV_P03562	0	0	0.001639820751734078
AT1G64220	TEV_NIa-Pro	0	0	0.01458115316927433
AT3G26610	TuMV_P3	0	0	0.0015740740345790982
AT1G08620	TuMV_CP	0	0	0.0005240563186816871
AT4G13830	TuMV_CP	1	0	0.002244371920824051
AT3G49720	TEV_VPg	0	0	0.06580092012882233
AT5G50570	TuMV_NIb	1	0	0.035576194524765015
AT1G61520	TEV_VPg	1	1	0.9341772198677063
AT2G33730	TuMV_CI	0	0	0.011513173580169678
AT1G09320	TuMV_NIb	0	0	0.1479405164718628
AT2G24790	TEV_VPg	0	0	0.003971737809479237
AT5G20110	PVX_P07699	0	0	0.0017626917688176036
AT5G23610	CaLCuV_Q96702	0	0	0.00015937974967528135
AT5G55130	TEV_P3N-PIPO	0	0	0.00026290197274647653
AT3G28730	TuMV_6K2	0	0	0.0041633727960288525
AT3G54290	TuMV_NIb	0	0	0.01905275322496891
AT5G03910	CaMV_P03549	0	0	0.004631133750081062
AT5G46080	TEV_P3N-PIPO	0	0	0.0005817178753204644
AT1G60913	CMV_P06012	0	0	0.0014946558512747288
AT5G04460	TuMV_CP	0	0	0.0014173518866300583
AT3G50530	CMV_Q66125	0	0	0.08297446370124817
AT1G52030	BYDV_P09516	0	0	0.047631580382585526
AT5G62120	CaLCuV_Q96706	0	0	0.0018756568897515535
AT5G41420	CaMV_P13218	0	0	0.0022582425735890865
AT3G05920	TEV_NIa-Pro	0	0	0.017532523721456528
AT2G37450	CaLCuV_Q96702	0	0	0.0015951382229104638
AT2G41760	TEV_NIa-Pro	0	0	0.021160269156098366
AT2G43680	TuMV_6K2	0	0	0.0009162224596366286
AT5G66120	CaLCuV_Q96707	0	0	0.4921117126941681
AT5G06800	TEV_VPg	0	0	0.001221056329086423
AT5G53330	TEV_VPg	0	0	0.027088314294815063
AT3G18380	TuMV_CP	0	0	0.0012494368711486459
AT5G14220	TuMV_6K2	0	0	0.0006113146664574742
AT1G05380	CaLCuV_Q96702	0	0	0.0006040878361091018
AT5G46770	TEV_VPg	0	0	0.005083236377686262
AT3G11770	TEV_NIa-Pro	1	0	0.001806852058507502
AT5G19485	CaLCuV_Q96702	0	0	0.0016941257053986192
AT5G16750	TuMV_CI	0	0	0.006376331206411123
AT3G51570	TuMV_NIb	0	0	0.003363302443176508
AT5G18880	CaLCuV_Q96705	0	0	0.0020708406809717417
AT5G17200	TuMV_6K1	0	0	0.0022010772954672575
AT5G38690	TuMV_CI	0	0	0.00434868922457099
AT4G19360	CaLCuV_Q96702	0	0	0.0006012794910930097
AT1G22530	TuMV_6K1	0	0	0.0016462760977447033
AT1G06550	TuMV_NIb	0	0	0.22375521063804626
AT1G75010	TuMV_6K2	0	0	0.0005885580321773887
AT4G36930	TEV_NIa-Pro	0	0	0.0006911632954142988
AT4G38360	TuMV_P3	0	0	0.0013688391773030162
AT1G04455	TuMV_CP	0	0	0.000694699992891401
AT3G54110	TEV_NIa-Pro	0	0	0.12372025102376938
AT1G49040	CMV_Q66125	0	0	0.0344347320497036
ATCG00180	TuMV_6K2	0	0	0.007288046181201935
AT5G55400	TEV_P3N-PIPO	0	0	0.00039290270069614053
AT3G55040	TuMV_CP	0	0	0.0006231569568626583
AT1G36675	TuMV_CI	0	0	0.0024232559371739626
AT1G13030	RSV_Q89717	1	0	0.0007164200651459396
AT3G20280	CaLCuV_Q96706	1	1	0.7924431562423706
AT1G76465	TuMV_6K1	0	0	0.00041926742414943874
AT1G62580	CMV_P03605	0	0	0.023188088089227676
AT4G03260	CaLCuV_Q96707	0	0	0.013011674396693707
AT4G18650	TuMV_CI	0	0	0.0028146773111075163
AT1G32730	TuMV_P3	0	0	0.0003809102636296302
AT2G15230	TEV_VPg	0	0	0.004632751457393169
AT2G38180	TEV_NIa-Pro	0	0	0.025270182639360428
AT1G19860	TuMV_NIb	0	0	0.1781347095966339
AT4G14315	TEV_P3N-PIPO	0	0	0.0006305324495770037
AT1G71235	TuMV_CP	0	0	0.00025302701396867633
AT5G05700	TuMV_CP	0	0	0.000418721028836444
AT5G66700	TuMV_P3	0	0	0.001582134049385786
AT3G55320	TuMV_NIb	0	0	0.04250779747962952
AT2G34750	TEV_NIa-Pro	0	0	0.0016366621712222695
AT1G26670	TEV_NIa-Pro	0	0	0.018262268975377083
AT4G03945	TEV_P3N-PIPO	0	0	0.0003967258962802589
AT1G56650	TuMV_NIb	1	0	0.04493822902441025
AT2G17140	TuMV_CI	0	0	0.004452702589333057
AT1G75370	TuMV_6K2	0	0	0.002271269215270877
AT2G34710	TuMV_CI	0	0	0.007066631689667702
AT2G41700	TuMV_P3	0	0	0.0016682889545336366
AT4G30070	TuMV_6K1	0	0	0.0006444627069868147
AT1G43700	TuMV_CP	0	0	0.0006489497027359903
AT4G02510	TuMV_NIb	0	0	0.050111208111047745
AT5G63540	CaLCuV_Q96706	0	0	0.007093321066349745
AT5G38300	CaLCuV_Q96702	0	0	0.00031568872509524226
AT4G10110	TEV_NIa-Pro	0	0	0.015540036372840405
AT5G46760	TEV_NIa-Pro	0	0	0.0018610282568261027
AT3G26990	TuMV_6K2	0	0	0.0020413731690496206
AT3G61390	TuMV_P3	0	0	0.0002566934854257852
AT3G57400	TEV_VPg	0	0	0.004560125060379505
AT2G20970	CaLCuV_Q96706	0	0	0.0017064290586858988
AT3G26140	TuMV_6K1	0	0	0.0007952645537443459
AT4G23810	TEV_P3N-PIPO	0	0	0.0003799888654612005
AT3G57450	TuMV_6K1	0	0	0.0007399215246550739
AT3G26050	TEV_P3N-PIPO	0	0	0.0003565229126252234
AT5G54855	TuMV_CP	0	0	0.0008406161214224994
AT5G06040	TuMV_P3	0	0	0.0002553326776251197
AT3G02090	TuMV_NIb	0	1	0.8299263119697571
AT1G77650	TEV_P3N-PIPO	0	0	0.000601247709710151
AT4G30100	TEV_NIa-Pro	0	0	0.0019659886602312326
AT3G01980	TuMV_CP	0	0	0.0015513323014602065
AT5G05810	TuMV_6K1	0	0	0.0006084400229156017
AT2G42395	TEV_P3N-PIPO	0	0	0.00032025459222495556
AT2G14110	TuMV_NIb	0	0	0.2140248417854309
AT3G16930	TuMV_6K2	0	0	0.0010776026174426079
AT4G33800	CaLCuV_Q96705	0	0	0.0009471916127949953
AT5G45190	TuMV_6K1	0	0	0.0019181680399924517
AT3G63340	TuMV_6K1	0	0	0.0003365568118169904
AT1G63105	TEV_NIa-Pro	0	0	0.0011329882545396686
AT5G42000	TuMV_NIb	1	0	0.018595488741993904
AT3G52990	TEV_NIa-Pro	1	1	0.9415585994720459
AT4G19360	TYLCSV_P27266	0	0	0.0014732322888448834
AT3G05800	TuMV_P3	0	0	0.0003913028631359339
ATCG00020	TEV_VPg	1	1	0.941231369972229
AT3G20500	CaLCuV_Q96707	0	0	0.04795815795660019
AT4G24640	TEV_VPg	0	0	0.010505837388336658
AT5G50780	TuMV_6K1	0	0	0.001032883650623262
AT5G18475	TEV_NIa-Pro	0	0	0.001281317207030952
AT1G55650	TEV_P3N-PIPO	0	0	0.0002236853470094502
AT4G19930	CMV_Q66125	0	0	0.00205943058244884
AT1G49880	TuMV_6K1	0	0	0.0009802483255043626
AT4G35930	TuMV_NIb	0	0	0.059794530272483826
AT2G41410	TuMV_P3	1	0	0.0006710805464535952
AT1G24230	TEV_P3N-PIPO	0	0	0.0004234459192957729
AT3G32130	TEV_VPg	0	0	0.0015079855220392346
AT1G22400	CaLCuV_Q96707	0	0	0.06347302347421646
AT5G18404	TEV_NIa-Pro	0	0	0.006690943147987127
AT4G36795	TuMV_NIb	0	0	0.028399918228387833
AT1G22660	CaLCuV_Q96706	0	0	0.0340658500790596
AT2G05630	CaLCuV_Q96706	0	0	0.02316572517156601
AT4G22840	CaLCuV_Q96706	0	0	0.026440594345331192
AT5G50810	TuMV_6K1	0	0	0.004449361469596624
AT5G49560	TuMV_P3	0	0	0.0005028809537179768
AT2G40316	TuMV_P3	0	0	0.0007693080115132034
AT1G24360	TEV_VPg	1	1	0.741183340549469
AT2G29970	TEV_VPg	0	0	0.0015769723104313016
AT5G66150	TEV_NIa-Pro	0	0	0.08975141495466232
AT3G23700	TuMV_NIb	0	0	0.31874266266822815
AT5G49015	TuMV_NIb	0	0	0.14031267166137695
AT1G65230	TuMV_NIb	0	0	0.039865605533123016
AT5G36120	TEV_NIa-Pro	0	0	0.07443817704916
AT1G53580	TEV_VPg	0	0	0.3759050965309143
AT5G44230	TEV_P3N-PIPO	0	0	0.00026988849276676774
AT3G02090	TEV_NIa-Pro	1	1	0.9717831611633301
AT1G30380	TuMV_CI	1	0	0.08784142881631851
AT5G14210	TEV_P3N-PIPO	0	0	0.0003714185440912843
AT1G31130	TuMV_CP	0	0	0.0014407658018171787
AT5G04930	TEV_NIa-Pro	0	0	0.02020392008125782
AT1G73180	TuMV_NIb	0	0	0.28113073110580444
AT2G32800	TuMV_6K2	0	0	0.00022549674031324685
AT5G64400	TuMV_6K1	0	0	0.001444117515347898
AT2G17480	TEV_P3N-PIPO	0	0	0.0007642217096872628
AT3G60760	TEV_NIa-Pro	0	0	0.0012377894017845392
AT1G68725	TuMV_6K2	0	0	0.004614208359271288
AT5G47090	TEV_P3N-PIPO	0	0	0.00031373038655146956
AT5G01700	TEV_NIa-Pro	0	0	0.003285255515947938
AT5G06640	TuMV_NIb	0	0	0.02929934486746788
AT4G19120	TuMV_NIb	1	0	0.33573949337005615
AT4G33410	TuMV_6K1	0	0	0.0018352930201217532
AT1G17840	BWYV_Q8JZ12	0	0	0.054928623139858246
AT4G36560	TuMV_CP	0	0	0.00020600210700649768
AT1G70944	TuMV_NIb	0	0	0.014371802099049091
AT1G59690	CaLCuV_Q96702	0	0	0.0004903053632006049
AT5G34930	TEV_NIa-Pro	0	0	0.0025321661960333586
AT5G55230	TuMV_CI	1	0	0.004095583688467741
AT1G22520	TuMV_6K1	0	0	0.0009419085690751672
AT5G14050	TuMV_NIb	1	0	0.04655681923031807
AT4G14368	TuMV_CP	0	0	0.000724398996680975
AT2G42065	TuMV_6K1	0	0	0.0002543192822486162
AT5G55150	CMV_P03605	0	0	0.00043761965935118496
AT1G55670	TuMV_6K1	0	0	0.006476716138422489
AT2G20150	TEV_NIa-Pro	0	0	0.0014840178191661835
AT1G30000	TEV_VPg	0	0	0.0070947520434856415
AT5G11620	TuMV_CI	0	0	0.001092150923795998
AT1G05410	TuMV_CP	0	0	0.000331428658682853
AT1G61320	CaLCuV_Q96702	0	0	0.0003250250010751188
AT1G72330	TuMV_P3	0	0	0.004088479559868574
AT5G15400	TEV_NIa-Pro	0	0	0.002785554388538003
AT5G26650	TEV_NIa-Pro	0	0	0.0004995762137696147
AT1G26976	TuMV_NIb	0	0	0.006653700955212116
AT1G19025	TuMV_P3	0	0	0.00034225688432343304
AT1G11860	TuMV_CI	0	0	0.055189888924360275
AT1G25420	TuMV_NIb	1	0	0.3082205653190613
AT5G13180	MYMIV_Q1KWY0	1	0	0.027756359428167343
AT5G47580	TEV_NIa-Pro	0	0	0.0018154910067096353
AT5G51200	PVX_P07698	0	0	0.006678508594632149
AT5G44005	TEV_P3N-PIPO	0	0	0.0006909970543347299
AT1G68935	TuMV_P3	0	0	0.00044046202674508095
AT1G06500	TuMV_6K1	0	0	0.00026962358970195055
AT2G43590	TEV_VPg	1	0	0.383323609828949
AT3G05320	TuMV_P3	0	0	0.0006521971663460135
AT2G44650	TuMV_NIb	1	0	0.2099619060754776
AT5G66470	TuMV_CI	0	0	0.02379736304283142
AT3G50610	TuMV_CI	0	0	0.0019967707339674234
AT4G31320	TEV_NIa-Pro	0	0	0.004330788739025593
AT3G62580	TuMV_NIb	0	0	0.06573673337697983
AT3G11470	TuMV_6K2	0	0	0.003569357329979539
AT1G33790	TEV_VPg	0	0	0.06231226772069931
AT3G03890	TEV_VPg	0	0	0.3097701370716095
AT1G55180	CaLCuV_Q96705	0	0	0.000876216625329107
AT5G41420	TEV_NIa-Pro	0	0	0.0020465904381126165
AT2G45270	TEV_NIa-Pro	0	0	0.008606527000665665
AT5G12400	TEV_NIa-Pro	0	0	0.0012249057181179523
AT3G13670	CaLCuV_Q96707	0	0	0.027788767591118813
AT3G44870	TEV_P3N-PIPO	0	0	0.00031991497962735593
AT4G23510	TuMV_CP	0	0	0.0002920789993368089
AT1G56160	TuMV_6K1	0	0	0.0008257802110165358
AT4G17550	TuMV_CI	0	0	0.0035361936315894127
AT4G07940	TuMV_CP	0	0	0.00037490209797397256
AT5G37220	TuMV_NIb	0	0	0.0017009733710438013
AT4G04265	TuMV_P3	0	0	0.00033257572795264423
AT3G17310	CaMV_P13218	0	0	0.0032714069820940495
AT4G10000	TuMV_NIb	0	1	0.6419754028320312
AT5G61510	TEV_NIa-Pro	0	0	0.2116919308900833
AT3G50340	TuMV_NIb	0	0	0.0613618865609169
AT2G18250	TEV_P3N-PIPO	0	0	0.0007461946224793792
AT3G06040	TYLCV_P27256	0	0	0.008196092210710049
AT4G37940	CaLCuV_Q96702	0	0	0.0013570692390203476
AT4G21210	TuMV_6K1	0	0	0.0009461625013500452
AT3G02645	TEV_NIa-Pro	0	0	0.004434078931808472
AT4G24390	TuMV_6K2	0	0	0.0006338777602650225
AT1G14470	TEV_P3N-PIPO	0	0	0.0002785616379696876
AT1G80650	TEV_P3N-PIPO	0	0	0.0003429722273722291
AT5G67610	TuMV_P3	0	0	0.0013305784668773413
AT5G13390	TuMV_6K2	0	0	0.0019653451163321733
AT3G48290	TuMV_CI	0	0	0.018184488639235497
AT1G27290	TuMV_P3	1	0	0.0008401780505664647
AT2G38823	TuMV_P3	0	0	0.0002017566584981978
AT2G34570	CaMV_P03545	0	0	0.003326007630676031
AT5G58960	TuMV_P3	0	0	0.0005376787739805877
AT1G78476	TuMV_6K1	0	0	0.00023070350289344788
AT3G26616	TEV_NIa-Pro	0	0	0.0028037813026458025
AT4G26370	TuMV_NIb	1	0	0.06188114359974861
AT1G15230	CaLCuV_Q96706	0	0	0.004373243544250727
AT5G66450	TEV_NIa-Pro	0	0	0.005312119610607624
AT3G45673	TuMV_NIb	0	0	0.007374613545835018
AT5G37670	TuMV_CP	0	0	0.001165252411738038
AT4G37650	TEV_P3N-PIPO	0	0	0.00045539619168266654
AT4G35250	TuMV_CP	0	0	0.004193778149783611
AT3G04640	PVX_P07698	0	0	0.0017199380090460181
AT3G15640	TuMV_CI	1	0	0.1025926023721695
AT5G08510	TEV_VPg	0	0	0.0008467036532238126
AT1G34015	TuMV_CP	0	0	0.00043660233495756984
AT4G02940	TEV_NIa-Pro	0	0	0.006612003315240145
AT4G12990	CaLCuV_Q96706	0	0	0.007178200408816338
AT2G18290	CaLCuV_Q96707	0	0	0.15252521634101868
AT3G03760	TEV_VPg	0	0	0.0025291594211012125
AT1G67370	CaLCuV_Q96702	0	0	0.0002739932097028941
AT5G35520	CaLCuV_Q96705	0	0	0.0006379307014867663
AT3G50530	CaLCuV_Q96702	0	0	0.00037257373332977295
AT3G52990	TuMV_6K2	0	0	0.021696891635656357
AT2G32060	TEV_VPg	1	0	0.04837067425251007
AT3G54000	TEV_NIa-Pro	0	0	0.0030627395026385784
AT5G08200	TuMV_6K1	0	0	0.0014613575767725706
AT2G37195	TYLCV_P27256	0	0	0.0064316242933273315
AT4G18880	TEV_NIa-Pro	0	0	0.0020240084268152714
AT5G57590	TuMV_NIb	0	0	0.09503919631242752
AT1G24145	TEV_VPg	0	0	0.0007915014284662902
AT5G15780	TEV_VPg	0	0	0.003547831205651164
AT2G43290	BWYV_P09512	0	0	0.006593246944248676
AT4G38590	TEV_VPg	0	0	0.010632422752678394
AT5G16380	TuMV_CP	0	0	0.0008310913108289242
AT5G14970	CaLCuV_Q96707	0	0	0.01762837916612625
AT3G18970	TuMV_CP	0	0	0.00025325341266579926
AT2G40020	TuMV_CI	0	0	0.000788483361247927
AT5G48610	TGMV_P03562	0	0	0.11812997609376907
AT1G01950	TEV_NIa-Pro	0	0	0.0025308693293482065
AT3G46780	TEV_VPg	1	1	0.8911033272743225
AT3G01030	TuMV_NIb	0	0	0.0015595551813021302
AT1G49710	TuMV_P3	0	0	0.0004305427137296647
AT5G14130	TEV_VPg	0	0	0.02308875322341919
AT4G27040	CaLCuV_Q96702	0	0	0.16073857247829437
AT2G39230	TuMV_CI	0	0	0.0025846604257822037
AT1G64380	TuMV_P3	0	0	0.0007829693495295942
AT2G18470	TuMV_CI	0	0	0.33099064230918884
AT5G08110	TuMV_CP	0	0	0.0004946567350998521
AT4G04885	TEV_VPg	0	0	0.004719526972621679
AT3G10150	TuMV_6K1	0	0	0.0007423536153510213
AT5G19920	CaLCuV_Q96707	0	0	0.01160151045769453
AT3G49230	TuMV_6K2	0	0	0.00034482820774428546
AT3G52620	TEV_NIa-Pro	0	0	0.03807315230369568
AT3G01015	TEV_NIa-Pro	0	0	0.0065568494610488415
AT4G16150	TEV_VPg	0	0	0.001248763408511877
AT5G52547	CaLCuV_Q96702	0	0	0.0006384471198543906
AT3G05625	CaLCuV_Q96702	0	0	0.002773658838123083
AT5G44065	TEV_P3N-PIPO	0	0	0.0003409877244848758
AT4G15233	TuMV_6K1	0	0	0.0011574754025787115
AT1G54500	TuMV_6K1	0	0	0.007439212873578072
AT2G33130	TuMV_6K2	0	0	0.00046861765440553427
AT4G35240	TEV_P3N-PIPO	0	0	0.00022916297893971205
AT2G37090	TEV_NIa-Pro	0	0	0.005539578385651112
AT5G01530	TEV_VPg	1	1	0.9785953164100647
AT5G07090	TEV_NIa-Pro	0	1	0.8556332588195801
AT5G20630	TEV_VPg	1	0	0.3902410566806793
AT1G24020	TuMV_CI	0	0	0.09657720476388931
AT3G43710	TuMV_NIb	0	0	0.003247150219976902
AT3G15640	TuMV_NIb	1	1	0.6001591086387634
AT5G64730	TEV_NIa-Pro	0	0	0.06551557034254074
AT2G47780	TuMV_6K1	0	0	0.000853996432852
AT4G10860	TEV_NIa-Pro	0	0	0.003797427285462618
AT3G22961	TuMV_NIb	0	0	0.0011018000077456236
AT2G45060	TEV_P3N-PIPO	0	0	0.00043585317325778306
AT2G35760	TuMV_NIb	0	0	0.07735397666692734
AT1G14620	TuMV_6K2	0	0	0.001352081191726029
AT2G40004	TuMV_6K1	0	0	0.0011875457130372524
AT3G01120	CaLCuV_Q96702	0	0	0.000622207997366786
AT4G38062	TuMV_CP	0	0	0.0005993227241560817
AT5G02520	TuMV_6K1	0	0	0.00030541009618900716
AT3G60740	BWYV_P09512	0	0	0.001766346162185073
AT4G35375	TuMV_CI	0	0	0.0018254294991493225
AT4G00650	TuMV_P3	0	0	0.0005233936826698482
AT2G17785	CaLCuV_Q96702	0	0	0.0002309165138285607
AT3G06680	TuMV_6K1	0	0	0.005800765939056873
AT2G42210	TuMV_CP	0	0	0.0033278593327850103
AT2G33460	TEV_VPg	0	0	0.00924295000731945
AT1G07310	BWYV_Q8JZ12	0	0	0.019218450412154198
AT2G20260	TEV_P3N-PIPO	0	0	0.002155883703380823
AT2G47600	CaLCuV_Q96706	0	0	0.012741067446768284
AT1G74055	TuMV_NIb	0	0	0.006878159940242767
AT2G30340	TuMV_P3	0	0	0.0008843990508466959
AT4G35070	TEV_NIa-Pro	0	0	0.002897611353546381
AT5G60600	TuMV_NIb	1	1	0.5896735787391663
AT5G25420	TuMV_NIb	0	0	0.03662751615047455
AT5G03370	TuMV_NIb	1	0	0.16827382147312164
AT3G08840	TuMV_6K2	0	0	0.0009043618338182569
AT3G24800	TuMV_6K1	0	0	0.00047183819697238505
AT2G27920	TEV_VPg	0	0	0.02182251401245594
AT1G66145	TEV_P3N-PIPO	0	0	0.0001775215641828254
AT4G17960	TuMV_CP	0	0	0.0003863526217173785
AT3G49650	CMV_P03605	0	0	0.001081479829736054
AT3G05975	TEV_VPg	0	0	0.00788150355219841
AT1G05190	TuMV_NIb	0	1	0.7709896564483643
AT3G22510	TEV_NIa-Pro	0	0	0.00153368862811476
AT5G44190	CaLCuV_Q96705	0	0	0.0005494422512128949
AT4G20050	TuMV_NIb	0	0	0.4040563702583313
AT1G80865	TGMV_P03562	0	0	0.0038267262279987335
AT1G59690	TuMV_P3	0	0	0.0007284661405719817
AT2G19090	CaLCuV_Q96706	0	0	0.011760461144149303
AT5G43310	CaMV_P03545	0	0	0.005739574786275625
AT4G10630	TEV_NIa-Pro	0	0	0.017280204221606255
AT5G22370	TuMV_P3	0	0	0.0024931998923420906
AT3G59940	TuMV_NIb	1	0	0.011006997898221016
AT1G05610	PVX_P09395	0	0	0.0011802297085523605
AT1G78640	CaLCuV_Q96707	0	0	0.0012986251385882497
AT2G45520	CaMV_P03542	0	0	0.007251091301441193
AT5G18640	TuMV_CI	0	0	0.024222273379564285
AT2G42260	TuMV_6K1	0	0	0.0015101071912795305
AT1G77780	CaLCuV_Q96707	0	0	0.028472276404500008
AT5G39250	TEV_VPg	0	0	0.0008008974837139249
AT5G59460	RSV_Q00844	0	0	0.006578715052455664
AT2G03630	TEV_NIa-Pro	0	0	0.0012621213681995869
AT5G50540	TuMV_CI	0	0	0.017513463273644447
AT4G11000	CaLCuV_Q96707	0	0	0.0008779633208177984
AT2G26450	TEV_P3N-PIPO	0	0	0.00028386982739903033
AT1G18280	TuMV_6K2	0	0	0.0013744811294600368
AT3G27475	TEV_NIa-Pro	0	0	0.0021156289149075747
AT1G18190	TuMV_CI	0	0	0.003166516311466694
AT1G22900	CaLCuV_Q96706	1	1	0.6371867656707764
AT4G26455	TuMV_NIb	0	0	0.004019361454993486
AT3G43910	TuMV_6K2	0	0	0.002882323693484068
AT1G09380	CMV_Q00271	0	0	0.01169354934245348
AT3G53110	TuMV_6K1	0	0	0.007396923378109932
AT4G12740	TuMV_CI	0	0	0.0008323335787281394
AT3G05510	TuMV_CP	0	0	0.00042077869875356555
AT3G59380	TuMV_NIb	1	0	0.03967982158064842
AT2G24195	TEV_P3N-PIPO	0	0	0.000305970199406147
AT2G41105	TEV_P3N-PIPO	0	0	0.00041248989873565733
AT3G08580	TEV_VPg	1	1	0.8808786273002625
AT5G55893	TEV_VPg	0	0	0.0018225896637886763
AT5G22350	TEV_P3N-PIPO	0	0	0.00044536867062561214
AT4G34138	TuMV_6K1	0	0	0.0010918540647253394
AT2G31810	TEV_VPg	0	0	0.0972195565700531
AT1G32730	TMV_P03583	0	0	0.002792616607621312
AT4G27630	TuMV_6K1	0	0	0.0012097175931558013
AT2G39730	TEV_VPg	1	1	0.9723930358886719
AT3G57680	TEV_NIa-Pro	0	0	0.059529028832912445
AT4G16850	TuMV_6K2	0	0	0.00043260547681711614
AT3G55860	TEV_VPg	0	0	0.0010517165064811707
AT4G24750	TEV_VPg	1	0	0.19871562719345093
AT1G75890	TuMV_6K2	0	0	0.002889488823711872
AT4G28770	TEV_P3N-PIPO	0	0	0.0007366766803897917
AT4G13615	CaLCuV_Q96707	0	0	0.04350966960191727
AT1G11400	TEV_NIa-Pro	0	0	0.002559807850047946
AT4G13110	TuMV_6K1	0	0	0.0003156556049361825
AT3G62570	TuMV_CI	0	0	0.0016568753635510802
AT5G12370	TuMV_6K1	0	0	0.0034151864238083363
